doctor_id,department,doctor_avg_consult_minutes,day_of_week,hour_of_day,queue_length_ahead,patient_type,wait_time_minutes
DOC4,Pediatrics,12,Wednesday,19,4,normal,50.92
DOC3,Orthopedics,20,Sunday,12,5,normal,63.02
DOC5,Dermatology,8,Monday,18,6,normal,91.61
DOC6,General Medicine,10,Monday,18,3,normal,65.58
DOC2,General Medicine,10,Thursday,15,2,normal,37.79
DOC4,Pediatrics,12,Saturday,13,4,normal,31.3
DOC2,General Medicine,10,Thursday,14,2,normal,24.02
DOC6,General Medicine,10,Sunday,11,3,normal,39.62
DOC2,General Medicine,10,Wednesday,15,2,normal,43.77
DOC2,General Medicine,10,Thursday,11,2,normal,45.27
DOC4,Pediatrics,12,Sunday,12,0,emergency,4.25
DOC5,Dermatology,8,Wednesday,17,3,emergency,5.35
DOC5,Dermatology,8,Thursday,9,8,normal,96.79
DOC3,Orthopedics,20,Saturday,13,4,emergency,7.31
DOC3,Orthopedics,20,Sunday,17,1,normal,40.56
DOC6,General Medicine,10,Monday,10,4,normal,87.22
DOC2,General Medicine,10,Sunday,10,6,normal,70.12
DOC6,General Medicine,10,Saturday,16,5,normal,59.74
DOC3,Orthopedics,20,Thursday,19,1,normal,30.76
DOC3,Orthopedics,20,Tuesday,11,4,normal,134.81
DOC5,Dermatology,8,Monday,17,4,normal,73.25
DOC3,Orthopedics,20,Tuesday,15,3,normal,103.45
DOC4,Pediatrics,12,Wednesday,14,4,normal,42.99
DOC1,Cardiology,15,Sunday,12,4,emergency,1.32
DOC6,General Medicine,10,Saturday,19,4,normal,31.4
DOC1,Cardiology,15,Thursday,16,3,normal,80.81
DOC2,General Medicine,10,Friday,11,4,normal,70.55
DOC4,Pediatrics,12,Sunday,10,5,normal,70.77
DOC4,Pediatrics,12,Tuesday,16,2,normal,42.92
DOC1,Cardiology,15,Friday,17,3,normal,81.19
DOC2,General Medicine,10,Friday,12,4,normal,41.69
DOC1,Cardiology,15,Saturday,13,0,normal,2.96
DOC4,Pediatrics,12,Monday,12,5,normal,71.7
DOC2,General Medicine,10,Wednesday,13,5,normal,43.88
DOC6,General Medicine,10,Wednesday,18,2,normal,40.05
DOC6,General Medicine,10,Wednesday,11,7,normal,111.43
DOC1,Cardiology,15,Monday,14,2,normal,46.97
DOC2,General Medicine,10,Monday,15,6,normal,118.78
DOC3,Orthopedics,20,Saturday,10,1,emergency,9.43
DOC3,Orthopedics,20,Tuesday,13,8,normal,147.8
DOC3,Orthopedics,20,Saturday,16,3,normal,77.26
DOC3,Orthopedics,20,Wednesday,18,5,normal,157.6
DOC6,General Medicine,10,Wednesday,12,4,normal,42.52
DOC2,General Medicine,10,Tuesday,14,4,normal,42.99
DOC5,Dermatology,8,Saturday,12,5,normal,24.69
DOC5,Dermatology,8,Sunday,17,3,normal,24.46
DOC5,Dermatology,8,Friday,13,5,emergency,8.49
DOC4,Pediatrics,12,Friday,15,6,normal,104.97
DOC1,Cardiology,15,Wednesday,12,7,normal,94.77
DOC4,Pediatrics,12,Thursday,10,3,normal,69.49
DOC1,Cardiology,15,Friday,16,7,normal,153.56
DOC2,General Medicine,10,Thursday,11,6,normal,98.77
DOC1,Cardiology,15,Wednesday,18,4,normal,92.35
DOC1,Cardiology,15,Monday,16,3,normal,98.7
DOC3,Orthopedics,20,Thursday,11,3,normal,105.99
DOC1,Cardiology,15,Saturday,15,2,normal,41.49
DOC5,Dermatology,8,Monday,11,4,normal,76.71
DOC4,Pediatrics,12,Monday,12,6,normal,90.16
DOC3,Orthopedics,20,Tuesday,18,5,normal,149.3
DOC2,General Medicine,10,Saturday,11,2,normal,28.25
DOC5,Dermatology,8,Sunday,19,3,normal,19.79
DOC6,General Medicine,10,Friday,18,10,normal,143.56
DOC2,General Medicine,10,Tuesday,12,7,normal,66.02
DOC6,General Medicine,10,Wednesday,9,3,normal,52.05
DOC4,Pediatrics,12,Saturday,18,1,normal,20.7
DOC3,Orthopedics,20,Friday,14,3,normal,63.04
DOC4,Pediatrics,12,Saturday,16,4,normal,57.85
DOC5,Dermatology,8,Tuesday,15,3,normal,37.73
DOC6,General Medicine,10,Monday,12,5,normal,63.69
DOC5,Dermatology,8,Sunday,11,3,normal,30.06
DOC1,Cardiology,15,Tuesday,11,6,normal,148.39
DOC5,Dermatology,8,Saturday,15,2,normal,20.73
DOC6,General Medicine,10,Tuesday,16,5,normal,77.88
DOC1,Cardiology,15,Tuesday,17,6,normal,142.07
DOC6,General Medicine,10,Tuesday,18,2,emergency,5.45
DOC5,Dermatology,8,Sunday,9,6,normal,49.3
DOC5,Dermatology,8,Saturday,14,2,normal,16.03
DOC6,General Medicine,10,Saturday,13,5,normal,32.61
DOC3,Orthopedics,20,Tuesday,13,4,emergency,5.72
DOC5,Dermatology,8,Monday,19,6,normal,69.46
DOC1,Cardiology,15,Monday,11,4,normal,136.9
DOC6,General Medicine,10,Monday,12,2,normal,29.56
DOC3,Orthopedics,20,Sunday,17,5,normal,106.17
DOC4,Pediatrics,12,Friday,18,5,normal,93.61
DOC1,Cardiology,15,Tuesday,14,4,emergency,6.64
DOC3,Orthopedics,20,Tuesday,14,4,normal,71.89
DOC4,Pediatrics,12,Monday,12,4,emergency,3.74
DOC2,General Medicine,10,Monday,19,7,normal,98.35
DOC3,Orthopedics,20,Tuesday,14,5,normal,91.66
DOC2,General Medicine,10,Tuesday,18,6,normal,88.11
DOC2,General Medicine,10,Friday,17,5,normal,74.54
DOC3,Orthopedics,20,Tuesday,18,6,normal,180.76
DOC6,General Medicine,10,Thursday,17,5,normal,80.83
DOC2,General Medicine,10,Sunday,15,5,normal,53.26
DOC5,Dermatology,8,Friday,9,3,normal,45.14
DOC4,Pediatrics,12,Sunday,13,1,normal,5.77
DOC4,Pediatrics,12,Saturday,16,3,normal,44.1
DOC2,General Medicine,10,Saturday,19,6,normal,43.7
DOC3,Orthopedics,20,Saturday,11,3,normal,78.62
DOC4,Pediatrics,12,Tuesday,12,7,normal,75.66
DOC4,Pediatrics,12,Tuesday,12,3,normal,36.77
DOC3,Orthopedics,20,Wednesday,18,1,normal,53.91
DOC2,General Medicine,10,Monday,16,4,normal,79.63
DOC1,Cardiology,15,Thursday,18,8,normal,173.2
DOC5,Dermatology,8,Thursday,18,4,normal,51.9
DOC2,General Medicine,10,Friday,11,2,normal,41.54
DOC1,Cardiology,15,Thursday,13,5,normal,76.52
DOC2,General Medicine,10,Tuesday,14,3,normal,35.84
DOC1,Cardiology,15,Monday,9,4,emergency,6.31
DOC4,Pediatrics,12,Tuesday,9,5,normal,100.99
DOC3,Orthopedics,20,Friday,16,4,normal,130.27
DOC6,General Medicine,10,Monday,11,3,normal,72.18
DOC6,General Medicine,10,Friday,15,1,normal,22.48
DOC6,General Medicine,10,Wednesday,13,2,normal,23.04
DOC2,General Medicine,10,Sunday,12,6,emergency,5.05
DOC1,Cardiology,15,Friday,12,6,normal,82.17
DOC1,Cardiology,15,Monday,17,6,normal,178.96
DOC1,Cardiology,15,Tuesday,19,0,normal,4.79
DOC6,General Medicine,10,Wednesday,10,6,normal,99.77
DOC3,Orthopedics,20,Sunday,17,5,normal,109.02
DOC4,Pediatrics,12,Tuesday,19,2,normal,33.88
DOC4,Pediatrics,12,Sunday,16,2,normal,33.02
DOC2,General Medicine,10,Tuesday,18,2,normal,43.78
DOC3,Orthopedics,20,Sunday,15,4,normal,86.55
DOC6,General Medicine,10,Saturday,18,1,normal,17.57
DOC1,Cardiology,15,Sunday,16,3,normal,51.17
DOC6,General Medicine,10,Thursday,16,3,normal,52.09
DOC4,Pediatrics,12,Monday,16,2,normal,59.17
DOC1,Cardiology,15,Monday,10,0,normal,25.32
DOC4,Pediatrics,12,Thursday,19,8,normal,100.62
DOC2,General Medicine,10,Monday,17,5,normal,108.9
DOC2,General Medicine,10,Tuesday,12,2,normal,21.18
DOC4,Pediatrics,12,Monday,10,2,normal,63.84
DOC3,Orthopedics,20,Saturday,15,4,normal,91.83
DOC4,Pediatrics,12,Monday,14,3,normal,53.51
DOC3,Orthopedics,20,Sunday,18,4,normal,100.28
DOC5,Dermatology,8,Monday,19,5,normal,51.77
DOC2,General Medicine,10,Sunday,18,5,normal,56.75
DOC6,General Medicine,10,Friday,18,5,normal,78.36
DOC3,Orthopedics,20,Monday,13,2,normal,64.66
DOC3,Orthopedics,20,Wednesday,15,4,emergency,5.72
DOC5,Dermatology,8,Tuesday,13,7,normal,52.92
DOC2,General Medicine,10,Saturday,18,3,normal,38.58
DOC4,Pediatrics,12,Sunday,16,6,normal,74.24
DOC6,General Medicine,10,Friday,16,5,normal,71.94
DOC1,Cardiology,15,Sunday,18,6,normal,92.59
DOC6,General Medicine,10,Friday,9,5,normal,84.19
DOC5,Dermatology,8,Friday,18,2,normal,33.75
DOC1,Cardiology,15,Sunday,18,4,normal,69.5
DOC2,General Medicine,10,Tuesday,10,4,normal,70.6
DOC4,Pediatrics,12,Friday,17,3,normal,62.16
DOC2,General Medicine,10,Friday,9,0,normal,15.99
DOC3,Orthopedics,20,Saturday,17,6,normal,125.11
DOC1,Cardiology,15,Tuesday,10,5,normal,125.85
DOC4,Pediatrics,12,Thursday,9,3,normal,68.67
DOC2,General Medicine,10,Wednesday,9,3,normal,53.44
DOC4,Pediatrics,12,Friday,10,6,emergency,5.19
DOC5,Dermatology,8,Monday,11,8,normal,131.69
DOC5,Dermatology,8,Tuesday,12,7,normal,50.29
DOC1,Cardiology,15,Monday,9,3,normal,105.19
DOC2,General Medicine,10,Friday,12,3,normal,28.73
DOC3,Orthopedics,20,Tuesday,18,1,normal,54.38
DOC1,Cardiology,15,Monday,14,3,normal,60.69
DOC2,General Medicine,10,Thursday,13,4,normal,42.43
DOC1,Cardiology,15,Friday,17,4,normal,95.75
DOC1,Cardiology,15,Tuesday,14,1,normal,23.98
DOC6,General Medicine,10,Friday,18,3,normal,54.35
DOC6,General Medicine,10,Sunday,14,2,normal,15.62
DOC4,Pediatrics,12,Tuesday,9,5,normal,103.53
DOC6,General Medicine,10,Thursday,14,3,normal,33.84
DOC3,Orthopedics,20,Friday,19,2,emergency,3.26
DOC2,General Medicine,10,Wednesday,11,1,normal,26.64
DOC3,Orthopedics,20,Monday,15,3,emergency,8.45
DOC1,Cardiology,15,Tuesday,13,5,normal,65.95
DOC6,General Medicine,10,Tuesday,9,2,normal,33.5
DOC1,Cardiology,15,Thursday,18,1,normal,38.58
DOC2,General Medicine,10,Sunday,11,5,normal,62.59
DOC3,Orthopedics,20,Monday,12,5,normal,121.1
DOC1,Cardiology,15,Wednesday,11,5,normal,128.87
DOC4,Pediatrics,12,Sunday,10,2,normal,35.82
DOC3,Orthopedics,20,Sunday,18,2,normal,50.08
DOC2,General Medicine,10,Monday,19,3,normal,47.68
DOC2,General Medicine,10,Saturday,17,1,normal,18.03
DOC2,General Medicine,10,Monday,14,9,normal,105.47
DOC6,General Medicine,10,Saturday,15,3,normal,38.04
DOC1,Cardiology,15,Sunday,13,5,emergency,1.64
DOC4,Pediatrics,12,Friday,13,2,normal,31.96
DOC2,General Medicine,10,Monday,18,3,normal,64.35
DOC3,Orthopedics,20,Wednesday,13,2,normal,49.07
DOC4,Pediatrics,12,Friday,12,4,normal,47.5
DOC5,Dermatology,8,Tuesday,15,5,emergency,3.35
DOC2,General Medicine,10,Friday,19,3,normal,38.13
DOC2,General Medicine,10,Sunday,12,3,normal,24.25
DOC5,Dermatology,8,Saturday,9,1,normal,11.55
DOC5,Dermatology,8,Thursday,11,4,normal,51.96
DOC1,Cardiology,15,Monday,14,4,normal,75.35
DOC5,Dermatology,8,Saturday,9,1,normal,14.12
DOC6,General Medicine,10,Thursday,11,4,normal,67.78
DOC4,Pediatrics,12,Friday,14,4,normal,49.96
DOC5,Dermatology,8,Tuesday,17,4,normal,51.53
DOC4,Pediatrics,12,Tuesday,16,9,normal,155.45
DOC3,Orthopedics,20,Saturday,13,5,normal,72.44
DOC5,Dermatology,8,Sunday,10,4,normal,41.96
DOC3,Orthopedics,20,Tuesday,11,2,normal,82.31
DOC2,General Medicine,10,Saturday,14,4,normal,29.44
DOC4,Pediatrics,12,Wednesday,15,6,normal,104.96
DOC3,Orthopedics,20,Friday,13,1,normal,31.28
DOC1,Cardiology,15,Wednesday,10,1,normal,36.46
DOC5,Dermatology,8,Monday,15,2,emergency,6.57
DOC6,General Medicine,10,Wednesday,16,2,normal,36.44
DOC1,Cardiology,15,Tuesday,17,2,normal,59.93
DOC3,Orthopedics,20,Saturday,18,3,normal,72.78
DOC5,Dermatology,8,Friday,16,3,normal,39.63
DOC2,General Medicine,10,Monday,13,4,normal,50.45
DOC6,General Medicine,10,Thursday,13,5,normal,51.98
DOC5,Dermatology,8,Sunday,10,6,normal,51.01
DOC3,Orthopedics,20,Tuesday,12,5,normal,95.57
DOC3,Orthopedics,20,Friday,17,4,normal,130.51
DOC2,General Medicine,10,Friday,9,9,normal,141.32
DOC6,General Medicine,10,Friday,9,4,normal,72.4
DOC1,Cardiology,15,Wednesday,15,2,normal,57.32
DOC3,Orthopedics,20,Wednesday,9,3,normal,115.26
DOC1,Cardiology,15,Sunday,12,3,normal,34.55
DOC2,General Medicine,10,Friday,13,1,normal,9.7
DOC6,General Medicine,10,Tuesday,17,3,emergency,6.37
DOC3,Orthopedics,20,Saturday,14,2,normal,38.0
DOC5,Dermatology,8,Saturday,16,6,normal,49.53
DOC2,General Medicine,10,Friday,19,1,normal,17.14
DOC2,General Medicine,10,Monday,17,6,normal,122.77
DOC4,Pediatrics,12,Wednesday,16,6,emergency,6.46
DOC2,General Medicine,10,Wednesday,14,2,normal,25.62
DOC6,General Medicine,10,Wednesday,15,2,normal,41.48
DOC2,General Medicine,10,Thursday,19,5,normal,57.21
DOC1,Cardiology,15,Wednesday,16,4,normal,96.58
DOC1,Cardiology,15,Sunday,18,6,normal,98.69
DOC6,General Medicine,10,Monday,13,9,normal,98.8
DOC3,Orthopedics,20,Thursday,11,3,normal,112.66
DOC3,Orthopedics,20,Saturday,10,1,emergency,10.06
DOC6,General Medicine,10,Monday,11,9,normal,181.94
DOC1,Cardiology,15,Thursday,15,6,normal,139.03
DOC3,Orthopedics,20,Tuesday,13,1,normal,34.78
DOC2,General Medicine,10,Thursday,19,5,normal,53.02
DOC1,Cardiology,15,Sunday,18,2,normal,38.14
DOC3,Orthopedics,20,Monday,11,5,normal,219.58
DOC5,Dermatology,8,Saturday,10,6,normal,56.24
DOC5,Dermatology,8,Thursday,11,3,normal,41.51
DOC1,Cardiology,15,Sunday,11,7,normal,115.55
DOC1,Cardiology,15,Monday,9,3,normal,108.92
DOC2,General Medicine,10,Monday,19,1,normal,23.45
DOC2,General Medicine,10,Friday,9,3,normal,57.65
DOC5,Dermatology,8,Sunday,17,6,emergency,8.6
DOC5,Dermatology,8,Thursday,16,6,normal,72.12
DOC3,Orthopedics,20,Sunday,11,4,normal,102.32
DOC1,Cardiology,15,Monday,13,4,normal,80.17
DOC3,Orthopedics,20,Sunday,15,2,normal,54.78
DOC2,General Medicine,10,Saturday,17,4,normal,54.31
DOC4,Pediatrics,12,Saturday,12,2,normal,16.94
DOC3,Orthopedics,20,Thursday,12,4,normal,78.28
DOC2,General Medicine,10,Saturday,11,4,normal,44.48
DOC6,General Medicine,10,Sunday,17,4,normal,40.92
DOC6,General Medicine,10,Saturday,18,6,normal,62.19
DOC4,Pediatrics,12,Saturday,12,2,normal,16.15
DOC2,General Medicine,10,Tuesday,14,5,normal,50.17
DOC4,Pediatrics,12,Friday,19,4,normal,59.41
DOC1,Cardiology,15,Friday,18,2,emergency,4.71
DOC3,Orthopedics,20,Monday,14,6,normal,148.17
DOC3,Orthopedics,20,Sunday,17,3,normal,74.46
DOC3,Orthopedics,20,Friday,15,4,normal,125.47
DOC1,Cardiology,15,Tuesday,16,3,normal,77.34
DOC2,General Medicine,10,Monday,18,5,normal,102.83
DOC1,Cardiology,15,Sunday,15,3,normal,49.36
DOC1,Cardiology,15,Thursday,9,4,normal,112.21
DOC2,General Medicine,10,Thursday,13,4,normal,41.31
DOC5,Dermatology,8,Sunday,10,4,normal,43.29
DOC2,General Medicine,10,Thursday,9,4,normal,68.53
DOC1,Cardiology,15,Thursday,15,2,emergency,4.53
DOC3,Orthopedics,20,Friday,19,6,emergency,4.34
DOC3,Orthopedics,20,Thursday,17,2,normal,81.76
DOC4,Pediatrics,12,Tuesday,10,5,normal,101.99
DOC5,Dermatology,8,Tuesday,13,4,normal,34.0
DOC2,General Medicine,10,Monday,10,1,normal,31.47
DOC3,Orthopedics,20,Sunday,18,5,normal,106.55
DOC5,Dermatology,8,Wednesday,17,5,normal,63.09
DOC5,Dermatology,8,Monday,10,2,normal,41.09
DOC2,General Medicine,10,Wednesday,17,4,emergency,7.46
DOC2,General Medicine,10,Sunday,12,5,normal,36.38
DOC2,General Medicine,10,Thursday,10,2,normal,41.73
DOC2,General Medicine,10,Saturday,17,2,normal,29.36
DOC3,Orthopedics,20,Monday,13,1,normal,39.76
DOC5,Dermatology,8,Sunday,19,6,normal,35.69
DOC5,Dermatology,8,Monday,12,4,normal,44.7
DOC3,Orthopedics,20,Wednesday,9,4,normal,141.17
DOC4,Pediatrics,12,Sunday,9,4,normal,61.28
DOC3,Orthopedics,20,Thursday,11,5,normal,173.22
DOC6,General Medicine,10,Monday,15,1,normal,31.67
DOC6,General Medicine,10,Monday,14,3,normal,41.91
DOC1,Cardiology,15,Monday,17,4,emergency,9.12
DOC4,Pediatrics,12,Friday,9,3,normal,66.44
DOC1,Cardiology,15,Wednesday,17,4,normal,99.52
DOC5,Dermatology,8,Sunday,12,1,normal,13.61
DOC3,Orthopedics,20,Friday,17,3,normal,106.37
DOC2,General Medicine,10,Sunday,11,3,normal,36.03
DOC1,Cardiology,15,Tuesday,12,5,normal,70.94
DOC4,Pediatrics,12,Monday,13,4,normal,65.56
DOC5,Dermatology,8,Monday,11,5,normal,87.25
DOC1,Cardiology,15,Sunday,18,4,normal,68.67
DOC1,Cardiology,15,Thursday,15,3,normal,77.74
DOC1,Cardiology,15,Monday,18,6,normal,172.89
DOC1,Cardiology,15,Wednesday,17,4,normal,100.34
DOC2,General Medicine,10,Sunday,14,5,normal,39.9
DOC2,General Medicine,10,Friday,15,2,normal,38.46
DOC5,Dermatology,8,Thursday,13,5,normal,41.52
DOC2,General Medicine,10,Tuesday,9,2,normal,42.28
DOC2,General Medicine,10,Tuesday,16,6,normal,88.78
DOC1,Cardiology,15,Wednesday,16,3,normal,80.59
DOC4,Pediatrics,12,Sunday,13,5,normal,38.5
DOC4,Pediatrics,12,Friday,15,4,normal,82.7
DOC5,Dermatology,8,Friday,19,4,normal,33.88
DOC2,General Medicine,10,Friday,9,4,normal,71.98
DOC2,General Medicine,10,Monday,17,5,normal,98.15
DOC3,Orthopedics,20,Sunday,16,4,normal,91.37
DOC3,Orthopedics,20,Saturday,13,4,normal,56.21
DOC6,General Medicine,10,Monday,12,1,normal,15.56
DOC3,Orthopedics,20,Sunday,17,7,normal,143.32
DOC4,Pediatrics,12,Tuesday,17,4,normal,78.33
DOC2,General Medicine,10,Saturday,15,4,normal,43.98
DOC1,Cardiology,15,Monday,19,4,emergency,3.11
DOC5,Dermatology,8,Friday,17,3,normal,40.64
DOC2,General Medicine,10,Friday,18,2,normal,31.78
DOC2,General Medicine,10,Monday,13,4,normal,48.26
DOC6,General Medicine,10,Monday,9,6,normal,128.97
DOC2,General Medicine,10,Tuesday,11,3,normal,51.03
DOC1,Cardiology,15,Monday,12,4,normal,76.46
DOC1,Cardiology,15,Wednesday,15,0,normal,19.73
DOC2,General Medicine,10,Monday,16,5,normal,102.44
DOC2,General Medicine,10,Friday,18,2,normal,39.09
DOC6,General Medicine,10,Saturday,15,4,normal,42.03
DOC3,Orthopedics,20,Wednesday,13,1,normal,29.12
DOC2,General Medicine,10,Saturday,15,7,normal,74.39
DOC5,Dermatology,8,Wednesday,10,4,normal,52.05
DOC1,Cardiology,15,Wednesday,14,5,normal,69.82
DOC1,Cardiology,15,Saturday,15,1,normal,22.01
DOC3,Orthopedics,20,Wednesday,9,3,normal,112.87
DOC6,General Medicine,10,Saturday,13,4,normal,22.16
DOC1,Cardiology,15,Friday,11,3,normal,81.32
DOC2,General Medicine,10,Sunday,13,2,normal,21.97
DOC2,General Medicine,10,Sunday,18,3,normal,37.0
DOC4,Pediatrics,12,Monday,11,2,emergency,5.21
DOC1,Cardiology,15,Saturday,10,5,normal,88.68
DOC5,Dermatology,8,Tuesday,17,3,normal,42.64
DOC3,Orthopedics,20,Saturday,9,6,normal,140.43
DOC1,Cardiology,15,Saturday,9,2,normal,38.13
DOC2,General Medicine,10,Monday,11,7,normal,143.58
DOC5,Dermatology,8,Sunday,10,6,normal,57.52
DOC2,General Medicine,10,Tuesday,9,6,normal,95.98
DOC2,General Medicine,10,Saturday,12,10,normal,56.69
DOC5,Dermatology,8,Wednesday,17,6,normal,71.24
DOC1,Cardiology,15,Monday,10,7,normal,218.47
DOC1,Cardiology,15,Sunday,13,5,normal,58.73
DOC1,Cardiology,15,Sunday,15,5,normal,86.32
DOC6,General Medicine,10,Thursday,19,8,normal,83.62
DOC2,General Medicine,10,Friday,19,3,normal,34.57
DOC2,General Medicine,10,Monday,18,4,normal,88.02
DOC1,Cardiology,15,Sunday,14,6,normal,56.91
DOC3,Orthopedics,20,Wednesday,9,8,normal,252.82
DOC6,General Medicine,10,Wednesday,15,2,normal,38.6
DOC5,Dermatology,8,Friday,14,4,normal,30.73
DOC5,Dermatology,8,Wednesday,14,4,normal,32.6
DOC5,Dermatology,8,Friday,9,2,normal,33.01
DOC2,General Medicine,10,Friday,16,5,emergency,5.1
DOC3,Orthopedics,20,Sunday,16,3,normal,74.97
DOC1,Cardiology,15,Friday,18,4,normal,100.21
DOC5,Dermatology,8,Friday,19,4,normal,32.98
DOC1,Cardiology,15,Friday,15,2,normal,59.29
DOC2,General Medicine,10,Thursday,11,2,normal,41.88
DOC6,General Medicine,10,Sunday,19,5,normal,38.33
DOC2,General Medicine,10,Wednesday,11,3,normal,59.1
DOC3,Orthopedics,20,Tuesday,17,2,normal,77.54
DOC4,Pediatrics,12,Monday,14,5,normal,71.7
DOC5,Dermatology,8,Sunday,19,5,normal,35.85
DOC1,Cardiology,15,Friday,13,1,normal,24.1
DOC6,General Medicine,10,Wednesday,18,1,normal,19.58
DOC6,General Medicine,10,Friday,13,5,emergency,4.71
DOC6,General Medicine,10,Saturday,15,4,normal,42.5
DOC4,Pediatrics,12,Thursday,10,1,normal,29.01
DOC1,Cardiology,15,Wednesday,10,3,normal,84.43
DOC2,General Medicine,10,Monday,10,7,normal,148.21
DOC2,General Medicine,10,Sunday,12,2,normal,9.41
DOC3,Orthopedics,20,Tuesday,11,3,normal,109.6
DOC2,General Medicine,10,Sunday,12,3,normal,23.02
DOC5,Dermatology,8,Monday,19,1,normal,15.51
DOC5,Dermatology,8,Thursday,17,4,emergency,9.58
DOC2,General Medicine,10,Thursday,14,2,normal,29.6
DOC1,Cardiology,15,Thursday,11,2,normal,60.32
DOC1,Cardiology,15,Monday,19,6,normal,117.93
DOC2,General Medicine,10,Monday,11,3,normal,75.49
DOC4,Pediatrics,12,Sunday,19,7,normal,58.69
DOC6,General Medicine,10,Monday,15,2,normal,52.68
DOC3,Orthopedics,20,Friday,16,5,normal,154.66
DOC5,Dermatology,8,Friday,14,3,normal,27.48
DOC2,General Medicine,10,Thursday,11,2,normal,45.34
DOC2,General Medicine,10,Sunday,15,1,normal,15.88
DOC4,Pediatrics,12,Friday,13,1,normal,18.04
DOC3,Orthopedics,20,Tuesday,13,5,normal,98.43
DOC6,General Medicine,10,Sunday,13,3,normal,25.1
DOC5,Dermatology,8,Wednesday,14,7,normal,54.29
DOC1,Cardiology,15,Saturday,10,4,normal,70.37
DOC5,Dermatology,8,Tuesday,16,4,normal,47.16
DOC6,General Medicine,10,Sunday,14,6,normal,36.81
DOC5,Dermatology,8,Thursday,16,3,normal,39.41
DOC6,General Medicine,10,Tuesday,19,3,normal,38.63
DOC4,Pediatrics,12,Monday,13,3,normal,52.84
DOC1,Cardiology,15,Wednesday,14,4,normal,61.87
DOC3,Orthopedics,20,Friday,13,1,normal,30.46
DOC2,General Medicine,10,Wednesday,10,2,normal,43.69
DOC2,General Medicine,10,Tuesday,18,3,normal,52.94
DOC3,Orthopedics,20,Monday,15,4,normal,166.97
DOC6,General Medicine,10,Tuesday,19,4,normal,46.8
DOC1,Cardiology,15,Wednesday,12,6,normal,86.1
DOC2,General Medicine,10,Monday,14,9,normal,103.09
DOC1,Cardiology,15,Friday,12,6,normal,82.49
DOC1,Cardiology,15,Friday,14,4,normal,58.09
DOC3,Orthopedics,20,Wednesday,17,4,normal,131.04
DOC3,Orthopedics,20,Tuesday,10,4,normal,133.02
DOC6,General Medicine,10,Sunday,11,4,normal,47.92
DOC4,Pediatrics,12,Monday,14,3,normal,47.91
DOC4,Pediatrics,12,Monday,16,5,normal,118.2
DOC6,General Medicine,10,Tuesday,9,6,normal,97.34
DOC2,General Medicine,10,Saturday,9,1,normal,16.85
DOC2,General Medicine,10,Thursday,15,1,normal,26.39
DOC3,Orthopedics,20,Tuesday,13,3,normal,56.86
DOC1,Cardiology,15,Tuesday,11,4,normal,98.97
DOC6,General Medicine,10,Friday,19,2,emergency,5.61
DOC2,General Medicine,10,Tuesday,16,1,normal,22.69
DOC5,Dermatology,8,Wednesday,11,3,normal,46.78
DOC1,Cardiology,15,Tuesday,16,2,normal,48.1
DOC4,Pediatrics,12,Sunday,11,0,normal,10.76
DOC4,Pediatrics,12,Friday,17,3,normal,67.48
DOC3,Orthopedics,20,Sunday,9,1,normal,39.63
DOC1,Cardiology,15,Sunday,11,4,normal,75.0
DOC2,General Medicine,10,Thursday,16,5,normal,78.03
DOC2,General Medicine,10,Monday,14,1,normal,19.25
DOC3,Orthopedics,20,Wednesday,15,2,normal,74.93
DOC2,General Medicine,10,Thursday,15,2,emergency,6.11
DOC5,Dermatology,8,Saturday,13,6,normal,25.26
DOC5,Dermatology,8,Tuesday,10,3,normal,41.23
DOC5,Dermatology,8,Wednesday,15,0,normal,11.2
DOC6,General Medicine,10,Thursday,16,3,normal,47.86
DOC6,General Medicine,10,Wednesday,19,6,normal,63.66
DOC4,Pediatrics,12,Tuesday,14,4,normal,50.43
DOC2,General Medicine,10,Saturday,10,3,normal,46.07
DOC5,Dermatology,8,Wednesday,15,6,normal,75.55
DOC3,Orthopedics,20,Thursday,14,4,normal,82.06
DOC5,Dermatology,8,Tuesday,15,4,normal,54.2
DOC2,General Medicine,10,Thursday,16,4,normal,67.3
DOC6,General Medicine,10,Wednesday,18,3,normal,53.15
DOC1,Cardiology,15,Thursday,11,3,normal,80.06
DOC5,Dermatology,8,Monday,17,4,normal,69.22
DOC1,Cardiology,15,Sunday,11,4,normal,72.59
DOC5,Dermatology,8,Sunday,16,5,normal,42.34
DOC5,Dermatology,8,Wednesday,18,4,normal,46.81
DOC4,Pediatrics,12,Friday,19,3,normal,42.25
DOC5,Dermatology,8,Friday,19,3,emergency,5.54
DOC3,Orthopedics,20,Thursday,11,3,normal,111.29
DOC5,Dermatology,8,Wednesday,10,3,normal,46.2
DOC5,Dermatology,8,Tuesday,11,4,normal,54.76
DOC1,Cardiology,15,Wednesday,12,4,normal,60.1
DOC5,Dermatology,8,Monday,18,4,normal,70.7
DOC3,Orthopedics,20,Sunday,12,4,normal,57.78
DOC5,Dermatology,8,Wednesday,9,3,normal,46.64
DOC5,Dermatology,8,Thursday,17,7,normal,84.73
DOC6,General Medicine,10,Saturday,12,3,normal,18.57
DOC4,Pediatrics,12,Tuesday,10,7,normal,137.36
DOC3,Orthopedics,20,Thursday,11,3,normal,111.45
DOC1,Cardiology,15,Wednesday,18,6,normal,134.71
